pub_date,headline,abstract,keywords,lead_paragraph,date_parsed
2024-12-28 11:09:25+00:00,"{'main': 'Your Best Advice of 2024', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","As we start to look ahead, here’s the best advice that readers of The Morning received this year.","[{'name': 'subject', 'value': 'internal-storyline-no', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'New Year', 'rank': 2, 'major': 'N'}]","The piece of wisdom I repeated the most this year came from a reader of The Morning who answered my call for advice last December: “We are all juggling so many balls. Differentiate between glass balls and rubber balls — and don’t be afraid to drop the rubber balls.” Everyone with whom I shared this little gem seemed to find it useful (or maybe they were humoring me?). I’m not sure why this particular advice stuck with me — really, it’s just saying “learn to prioritize,” a colorful riff on “don’t sweat the small stuff.” For whatever reason, picturing the messy, ungovernable realm of worries and to-dos as rubber and glass balls helped me think more clearly in times of stress.",2024-12-28T11:09:25Z
2024-12-22 10:01:14+00:00,"{'main': 'Why Are So Many Christians So Cruel?', 'kicker': 'David French', 'content_kicker': None, 'print_headline': 'Why Are So Many Christians So Cruel?', 'name': None, 'seo': None, 'sub': None}",It’s a simple question with a complicated answer.,"[{'name': 'subject', 'value': 'Christians and Christianity', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jesus Christ', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Religion-State Relations', 'rank': 3, 'major': 'N'}]","Here’s a question I hear everywhere I go, including from fellow Christians: Why are so many Christians so cruel?",2024-12-22T10:01:14Z
2024-12-11 18:33:06+00:00,"{'main': 'Alexander Brothers Sex Trafficking Indictment', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The federal indictment against Oren Alexander, Tal Alexander and Alon Alexander, on conspiracy to commit sex trafficking.","[{'name': 'subject', 'value': 'Sex Crimes', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Alexander, Tal', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Alexander, Oren', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Alexander, Alon', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Real Estate and Housing (Residential)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Human Trafficking', 'rank': 6, 'major': 'N'}]","The federal indictment against Oren Alexander, Tal Alexander and Alon Alexander, on conspiracy to commit sex trafficking.",2024-12-11T18:33:06Z
2024-12-30 05:05:59+00:00,"{'main': 'Monday Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",Jimmy Carter dies at 100.,[],"Jimmy Carter, who from 1977 to 1981 served as the 39th president of the U.S., died yesterday at his home in Plains, Ga. At 100, he was the longest-living president in American history. Here’s our obituary.",2024-12-30T05:05:59Z
2024-12-18 16:00:03+00:00,"{'main': 'Perfect Latkes, However You Like Them', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","My five-star latkes fry up either thin and crunchy, flecked with golden, crackling strands, or chubby and nubby, with soft, fluffy centers.","[{'name': 'subject', 'value': 'Cooking and Cookbooks', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Service', 'rank': 2, 'major': 'N'}]","Hanukkah starts on Christmas Day this year, which, for families celebrating both, makes for one pretty busy Wednesday. But I can’t wait to wake up and open presents in the morning next to the tree … and then open more presents in the evening next to the menorah. When it comes to holiday cheer, more is more!",2024-12-18T16:00:03Z
2024-12-13 00:00:02+00:00,"{'main': '‘Carry-On’ Review: Travel Nightmares Amplified', 'kicker': None, 'content_kicker': None, 'print_headline': 'Carry On', 'name': None, 'seo': None, 'sub': None}","In this tense thriller, Taron Egerton plays a T.S.A. agent who goes up against an implacable terrorist (Jason Bateman). The man has a funny idea of what he wants to bring on a plane.","[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Egerton, Taron (1989- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Bateman, Jason', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Carson, Sofia (1993- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Collet-Serra, Jaume', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Carry-On (Movie)', 'rank': 6, 'major': 'N'}]","If you’re a fan of white-knuckle-tension suspense thrillers, you know the debate as to whether or not the 1988 classic “Die Hard” is a Christmas movie. “Carry-On,” directed by the expert technician Jaume Collet-Serra, makes absolutely no bones about being a Christmas movie as it seeks to work your nerves in the “Die Hard” tradition.",2024-12-13T00:00:02Z
2024-12-04 23:36:41+00:00,"{'main': 'Richard Hamilton, Who Helped Solve a Mathematical Mystery, Dies at 81', 'kicker': None, 'content_kicker': None, 'print_headline': 'Richard Hamilton, 81, Who Helped Solve a Mathematical Mystery, Dies', 'name': None, 'seo': None, 'sub': None}",He came up with an innovative equation called the Ricci flow that helped mathematicians explore fundamental questions that were once out of reach.,"[{'name': 'persons', 'value': 'Hamilton, Richard (1943-2024)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Mathematics', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Perelman, Grigori', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Columbia University', 'rank': 6, 'major': 'N'}]","Richard Hamilton, an inventive mathematician who devised the Ricci flow, a groundbreaking equation that helped advance understanding of the fundamental nature of three-dimensional space, died on Sept. 29 in Manhattan. He was 81.",2024-12-04T23:36:41Z
2024-12-11 10:00:42+00:00,"{'main': 'A Palestinian Winemaker Carries On', 'kicker': 'The Pour', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","In the West Bank, Sari Khoury is trying to resurrect ancient traditions with grapes that reflect “the prehistory of modern winemaking.”","[{'name': 'subject', 'value': 'Wines', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Agriculture and Farming', 'rank': 5, 'major': 'N'}]","Sari Khoury, the proprietor of Philokalia in the West Bank, would prefer to speak of the craft of winemaking and the ancient winemaking history of Palestinians rather than of the precarious circumstances he must currently navigate simply to get his work done.",2024-12-11T10:00:42Z
2024-12-12 10:04:01+00:00,"{'main': 'A Swiss Ski Chalet That Calls to Mind a Spy Movie', 'kicker': 'The T List', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Plus: a Muji designer’s museum show, deodorant inspired by “The Iliad” and more recommendations from T Magazine.","[{'name': 'subject', 'value': 'Deodorants', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Skiing', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Muji (Retailer)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lak, Sander', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Mendes, Nuno', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Switzerland', 'rank': 6, 'major': 'N'}]","If evil villains skied, this cliffhanging lair in Switzerland’s Canton Valais would top their bucket list. From the outside, the new exclusive-use, three-bedroom property opening Dec. 15 looks more like a gondola station than it does a luxury chalet. The geometric fortress of concrete, galvanized steel, chimneys and solar panels sits solitary on a rocky ridge atop the ancient Tortin Glacier at an elevation of 9,500 feet. Its cantilevered glass windows reflect the surrounding pink alpenglow and bluebird skies that the 4 Vallées Ski area — Switzerland’s largest, including Verbier — is known for. Inside, the mind-clearing Scandinavian minimalism of the Norwegian architect Snorre Stinessen focuses on the elements with a blond wood grain ceiling, sauna and log fireplace. The ski-in, ski-out accessibility is off-piste, ensuring discreet and quick getaways. But fear not: Dog sleds and caterpillar-tracked buggies for those less active can be arranged by the staff, as can wine-pairing meals, massages and an emergency oxygen supply, just in case the plan for world domination fails. From about $68,000 for three nights for six people with full board; when not occupied, a self-catering option is available from about $2,260 per night, cabanetortin.com.",2024-12-12T10:04:01Z
2024-12-25 10:01:29+00:00,"{'main': 'The Writer of the Netflix Hit ‘Carry-On’ Talks About the ‘Trolley Problem’ and the T.S.A.', 'kicker': 'Q. and A.', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","T.J. Fixman on what makes an exciting Christmas thriller, his own interactions with airport security and what you shouldn’t leave in your luggage.","[{'name': 'subject', 'value': 'Airport Security', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'AIRLINES AND AIRPLANES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Writing and Writers', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Airports', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Transportation Security Administration', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Egerton, Taron (1989- )', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Bateman, Jason', 'rank': 10, 'major': 'N'}, {'name': 'creative_works', 'value': 'Carry-On (Movie)', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Fixman, TJ', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 13, 'major': 'N'}]","To T.J. Fixman, the writer of the Netflix movie “Carry-On,” an airport security line is ripe cinematic territory. In the movie, set on Christmas Eve, a Transportation Security Administration officer played by Taron Egerton is extorted by a mysterious terrorist into allowing a suspicious — and very dangerous — bag through security screening. Cue chaos throughout the airport, and later, in an airborne airplane.",2024-12-25T10:01:29Z
2024-12-21 12:00:09+00:00,"{'main': 'A Conversation About the Virgin Birth That Maybe Wasn’t', 'kicker': 'Nicholas Kristof', 'content_kicker': None, 'print_headline': 'A Conversation About the Virgin Birth That Maybe Wasn’t', 'name': None, 'seo': None, 'sub': None}",The scholar Elaine Pagels discusses her research about ancient accounts suggesting that Jesus’ father might have been a Roman.,"[{'name': 'persons', 'value': 'Pagels, Elaine', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jesus Christ', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Mary, Mother of Jesus', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Christmas', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Bible', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Christians and Christianity', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Jews and Judaism', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 8, 'major': 'N'}]","This is the latest in my occasional series of conversations about Christianity, aimed at bridging America’s God gulf. Previously, I’ve spoken with the Rev. Timothy Keller, President Jimmy Carter, the evangelical writer Beth Moore and others. Here I speak with Elaine Pagels, a prominent professor of religion at Princeton University and an expert on the early church. Our conversation has been edited for clarity and length.",2024-12-21T12:00:09Z
2024-12-13 12:00:05+00:00,"{'main': 'TikTok’s Last Stand, Google’s Quantum Breakthrough and the Cult of Claude', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","“The president was given a very clear and easy opportunity to say, ‘Yes, I am going to save TikTok,’ and he absolutely did not say that.”","[{'name': 'subject', 'value': 'Science and Technology', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'TikTok (ByteDance)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Quantum Computing', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Anthropic AI LLC', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Artificial Intelligence', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'internal-sub-only-audio', 'rank': 6, 'major': 'N'}]","Last Friday, a panel of federal judges denied TikTok’s petition to overturn the law that could force the ban of the app in the United States. We walk through the judges reasoning and explain why TikTok’s First Amendment argument was unsuccessful. Then, Julian Kelly, the director of quantum hardware at Google Quantum AI, explains how close we are to quantum computers that can solve practical problems. Finally, we talk about a new sentiment sweeping Silicon Valley: affection for the chatbot Claude.",2024-12-13T12:00:05Z
2024-12-26 20:47:53+00:00,"{'main': 'Dorthy Moxley, Who Pursued Justice in Her Daughter’s Murder, Dies at 92', 'kicker': None, 'content_kicker': None, 'print_headline': 'Dorthy Moxley, 92, Who Pursued Justice in Daughter’s Murder, Dies', 'name': None, 'seo': None, 'sub': None}","For decades after Martha Moxley’s gruesome death, Mrs. Moxley remained a compelling figure in a roller-coaster case that captured the world’s attention.","[{'name': 'persons', 'value': 'Moxley, Dorthy', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Moxley, Martha', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Murders, Attempted Murders and Homicides', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Skakel, Michael', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Belle Haven (Greenwich, Conn)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Skakel, Thomas', 'rank': 7, 'major': 'N'}]","Dorthy Moxley, who crusaded for half her life for justice in the murder of her teenage daughter, Martha, in Greenwich, Conn., in 1975, but who was never fully vindicated in her belief that a young neighbor related to the Kennedy family had killed Martha with a golf club, died on Tuesday at her home in Summit, N.J. She was 92. ",2024-12-26T20:47:53Z
2024-12-15 21:04:02+00:00,"{'main': 'Monday Briefing: South Korea’s Power Vacuum', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Plus, how travel benefits us.",[],"After South Korea’s National Assembly voted to impeach President Yoon Suk Yeol on Saturday, people celebrated his removal from office, even as the country was left with a political vacuum at the top that could last for months.",2024-12-15T21:04:02Z
2024-12-12 10:02:04+00:00,"{'main': 'How to Resurrect a Radical Artist', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rescuing the Legacy of a Radical Painter', 'name': None, 'seo': None, 'sub': None}","Forty years after his death, the Californian activist Peter Carr gets a revival of his acerbic paintings and drawings. To make it happen, his protégé spent both labor and love.","[{'name': 'subject', 'value': 'Art', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Archives and Records', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Nuclear Weapons', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Community Colleges', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Cerritos College', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Carr, Peter (Artist)', 'rank': 9, 'major': 'N'}]","Canvas burns quickly, so when a wildfire spread through Orange County, Calif., this summer, Andrew Tonkovich, a writer and editor, crammed some paintings into the bed of a pickup and sped down a mountain to safety.",2024-12-12T10:02:04Z
2024-12-10 18:05:29+00:00,"{'main': 'Resist Trump? On Immigration, Top Democrats See Room for Compromise.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Democrats See Room to Yield On the Border', 'name': None, 'seo': None, 'sub': None}","In interviews, a range of Democratic governors expressed some defiance toward the president-elect’s expected crackdown, but also showed a surprising willingness to work with him.","[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Illegal Immigration', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deportation', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Immigration and Emigration', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Federal-State Relations (US)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Governors (US)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'States (US)', 'rank': 9, 'major': 'N'}]","As President-elect Donald J. Trump promises to deport millions of undocumented immigrants, Democratic governors are bracing themselves to be on the front lines of an emotional and politically explosive battle against his administration.",2024-12-10T18:05:29Z
2024-03-01 01:44:05+00:00,"{'main': 'Deadly Bangladesh Fire Breaks Out at Mall', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",Firefighters rescued people from the charred seven-story building in the capital of Dhaka.,"[{'name': 'subject', 'value': 'Fires and Firefighters', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Buildings (Structures)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Shopping Centers and Malls', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Bangladesh', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Dhaka (Bangladesh)', 'rank': 6, 'major': 'N'}]",Firefighters rescued people from the charred seven-story building in the capital of Dhaka.,2024-03-01T01:44:05Z
2024-12-18 10:02:33+00:00,"{'main': 'Tiny Coffins: Measles Is Killing Thousands of Children in Congo', 'kicker': 'Global Health', 'content_kicker': None, 'print_headline': 'A Stubborn Enemy Stalks the Children of Congo', 'name': None, 'seo': None, 'sub': None}",Problems with getting vaccines to families have left many children unvaccinated and in danger of contracting the virus.,"[{'name': 'subject', 'value': 'Measles', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Children and Childhood', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Congo, Democratic Republic of (Congo-Kinshasa)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Fatalities)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vaccination and Immunization', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-science', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'your-feed-healthcare', 'rank': 8, 'major': 'N'}]","Werra Maulu Botey could not bear to close his daughter’s coffin. Waiting to bury her, he slid the rough wooden lid back, again and again, to adjust her small head and smooth the cloth that cradled it away from her cheeks.",2024-12-18T10:02:33Z
2024-12-10 19:00:07+00:00,"{'main': 'Monarch Butterflies Are Recommended for Protected Status', 'kicker': None, 'content_kicker': None, 'print_headline': 'Monarch Butterfly Is Recommended for Protected Status', 'name': None, 'seo': None, 'sub': None}",They would become the most commonly seen species to receive federal protection if the proposal is adopted.,"[{'name': 'subject', 'value': 'Butterflies and Moths', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Endangered and Extinct Species', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Animal Migration', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Fish and Wildlife Service', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico', 'rank': 6, 'major': 'N'}]",Federal wildlife officials proposed on Tuesday that monarch butterflies receive protection as a threatened species.,2024-12-10T19:00:07Z
2024-12-04 05:08:14+00:00,"{'main': 'California Democrat Flips Seat in the Last House Race to Be Called', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","Adam Gray, a former state lawmaker, defeated Representative John Duarte, a Republican, in a reversal of their 2022 race.","[{'name': 'subject', 'value': 'Elections, House of Representatives', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Duarte, John Scott (1966- )', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Gray, Adam C (1977- )', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Central Valley (Calif)', 'rank': 8, 'major': 'N'}]","A Democratic former state lawmaker defeated the Republican incumbent on Tuesday to flip a seat in California’s Central Valley that was the last 2024 House race to be called, according to The Associated Press. ",2024-12-04T05:08:14Z
2024-12-18 16:33:51+00:00,"{'main': 'Police Can Seize £2 Million From Andrew Tate Accounts, U.K. Court Rules', 'kicker': None, 'content_kicker': None, 'print_headline': 'Court Lets Police Seize  Millions From Influencer', 'name': None, 'seo': None, 'sub': None}",The online influencer has bragged about refusing to pay taxes. A London court found that he and his brother had not paid taxes on more than £21 million in business revenue.,"[{'name': 'persons', 'value': 'Tate, Andrew (1986- )', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Tate, Tristan', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Tax Evasion', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Search and Seizure', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Assets, Frozen', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Human Trafficking', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Social Media', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Sex Crimes', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Romania', 'rank': 11, 'major': 'N'}]","A London court ruled on Wednesday that the police in Britain can seize more than 2 million pounds, about $2.5 million, from bank accounts associated with Andrew Tate, the misogynistic online influencer who has bragged about evading taxes in the country.",2024-12-18T16:33:51Z
2024-05-01 04:12:38+00:00,"{'main': 'Police Arrest Protesters at City College in Harlem', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","The arrests came after pro-Palestinian protesters tried to take over an administrative building at City College. Earlier, the police cleared a building that had been occupied at nearby Columbia University.","[{'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'City College of New York', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Police Department (NYC)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Harlem (Manhattan, NY)', 'rank': 6, 'major': 'N'}]","Police officers arrested dozens of pro-Palestinian demonstrators at City College of New York in Harlem late Tuesday night, as clashes over the war in Gaza continued to escalate on campuses across the country.",2024-05-01T04:12:38Z
2024-12-24 13:19:20+00:00,"{'main': 'Pro-Palestinian Activists Removed From Michigan’s Student Government', 'kicker': None, 'content_kicker': None, 'print_headline': 'Student Assembly Ousts Pro-Palestinian Activists', 'name': None, 'seo': None, 'sub': None}",The president and vice president of the University of Michigan’s student assembly were impeached after they demanded divestment and stopped funding campus activities.,"[{'name': 'subject', 'value': 'Pro-Palestinian Campus Protests (2023- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Colleges and Universities', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Speech and Expression', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'University of Michigan', 'rank': 4, 'major': 'N'}]",Alifa Chowdhury’s successful campaign to lead the University of Michigan’s student government promised just one thing: to block financing for campus groups until the university agreed to divest from companies that Ms. Chowdhury said profited from the Israel-Hamas war.,2024-12-24T13:19:20Z
2024-12-09 10:02:35+00:00,"{'main': 'How to Keep Your Own Soul Safe in the Dark', 'kicker': 'Guest Essay', 'content_kicker': None, 'print_headline': 'How to Keep Your Own Soul Safe in the Dark', 'name': None, 'seo': None, 'sub': None}","Even at my lowest, I have never entirely given up my faith that good people working together can change the world for the better.","[{'name': 'subject', 'value': 'Butterflies and Moths', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Biodiversity', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Global Warming', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Endangered and Extinct Species', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Environment', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}]","A few days before Thanksgiving, my husband and I finally moved our indoor plants back indoors. In years past we brought them inside in late September, just to be safe, because in those days frost often fell in early October, and a killing freeze inevitably came by the end of the month. This year, the first killing freeze finally came on Nov. 30, our latest first freeze in history. My indoor plants have become outdoor plants for all but four months of the year.",2024-12-09T10:02:35Z
2024-12-10 10:03:37+00:00,"{'main': 'South Korea’s President Is Still in Office. This Man Intends to Push Him Out.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Toilet-Cleaners’ Son Leading the Opposition in Seoul', 'name': None, 'seo': None, 'sub': None}","Lee Jae-myung, the main opposition leader, is leading efforts to impeach President Yoon Suk Yeol over his declaration of martial law. He could also be the next president.","[{'name': 'subject', 'value': 'Politics and Government', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'South Korea', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Lee Jae-myung', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Yoon Suk-yeol', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Martial Law', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Impeachment', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations, Protests and Riots', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 8, 'major': 'N'}]","Shortly after his political nemesis, President Yoon Suk Yeol, declared martial law last Tuesday, Lee Jae-myung began livestreaming from his cellphone. While driving to the National assembly, the leader of South Korea’s main opposition party appealed to Koreans to rush to the assembly and hold back soldiers trying to seize the Parliament.",2024-12-10T10:03:37Z
2024-02-01 05:01:00+00:00,"{'main': 'Israel’s Controlled Demolitions Are Razing Neighborhoods in Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","In addition to its aerial bombardment, Israeli ground forces have carried out a wave of large-scale detonations, destroying residential homes, schools and mosques across the strip.","[{'name': 'glocations', 'value': 'Israel', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Israel-Gaza War (2023- )', 'rank': 4, 'major': 'N'}]","In addition to its aerial bombardment, Israeli ground forces have carried out a wave of large-scale detonations, destroying residential homes, schools and mosques across the strip.",2024-02-01T05:01:00Z
